[Header] 2019-10-24 14:25:56,407 [7] INFO  testApp.Logging [(null)]  - 2019/10/24 星期四 下午 2:25:56:loging success
2019-10-24 14:48:40,001 [7] INFO  testApp.Logging [(null)]  - 2019/10/24 星期四 下午 2:48:40:loging success
[Header] 2019-10-24 14:48:50,024 [7] INFO  testApp.Logging [(null)]  - 2019/10/24 星期四 下午 2:48:50:loging success
2019-10-24 14:49:00,001 [7] INFO  testApp.Logging [(null)]  - 2019/10/24 星期四 下午 2:49:00:loging success
[Header] 2019-10-24 15:03:20,024 [4] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:03:20:loging success2019-10-24 15:03:30,003 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:03:30:loging success2019-10-24 15:03:40,001 [7] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:03:40:loging success2019-10-24 15:03:50,001 [7] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:03:50:loging success2019-10-24 15:04:00,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:04:00:loging success[Header] 2019-10-24 15:04:30,024 [3] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:04:30:loging success
2019-10-24 15:04:40,002 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:04:40:loging success
2019-10-24 15:04:50,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:04:50:loging success
2019-10-24 15:05:00,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:05:00:loging success
2019-10-24 15:05:10,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:05:10:loging success
2019-10-24 15:05:20,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:05:20:loging success
2019-10-24 15:05:30,001 [4] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:05:30:loging success
2019-10-24 15:05:40,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:05:40:loging success
2019-10-24 15:05:50,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:05:50:loging success
2019-10-24 15:06:00,001 [3] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:06:00:loging success
2019-10-24 15:06:10,001 [4] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:06:10:loging success
2019-10-24 15:06:20,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:06:20:loging success
2019-10-24 15:06:30,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:06:30:loging success
2019-10-24 15:06:40,001 [4] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:06:40:loging success
2019-10-24 15:06:50,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:06:50:loging success
2019-10-24 15:07:00,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:07:00:loging success
2019-10-24 15:07:10,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:07:10:loging success
2019-10-24 15:07:20,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:07:20:loging success
2019-10-24 15:07:30,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:07:30:loging success
2019-10-24 15:07:40,001 [3] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:07:40:loging success
2019-10-24 15:07:50,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:07:50:loging success
2019-10-24 15:08:00,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:08:00:loging success
2019-10-24 15:08:10,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:08:10:loging success
2019-10-24 15:08:20,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:08:20:loging success
2019-10-24 15:08:30,001 [4] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:08:30:loging success
2019-10-24 15:08:40,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:08:40:loging success
2019-10-24 15:08:50,001 [4] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:08:50:loging success
2019-10-24 15:09:00,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:09:00:loging success
2019-10-24 15:09:10,005 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:09:10:loging success
2019-10-24 15:09:20,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:09:20:loging success
2019-10-24 15:09:30,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:09:30:loging success
2019-10-24 15:09:40,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:09:40:loging success
2019-10-24 15:09:50,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:09:50:loging success
2019-10-24 15:10:00,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:10:00:loging success
2019-10-24 15:10:10,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:10:10:loging success
2019-10-24 15:10:20,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:10:20:loging success
2019-10-24 15:10:30,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:10:30:loging success
2019-10-24 15:10:40,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:10:40:loging success
2019-10-24 15:10:50,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:10:50:loging success
2019-10-24 15:11:00,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:11:00:loging success
2019-10-24 15:11:10,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:11:10:loging success
2019-10-24 15:11:20,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:11:20:loging success
2019-10-24 15:11:30,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:11:30:loging success
2019-10-24 15:11:40,001 [4] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:11:40:loging success
2019-10-24 15:11:50,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:11:50:loging success
2019-10-24 15:12:00,001 [4] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:12:00:loging success
2019-10-24 15:12:10,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:12:10:loging success
2019-10-24 15:12:20,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:12:20:loging success
2019-10-24 15:12:30,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:12:30:loging success
2019-10-24 15:12:40,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:12:40:loging success
2019-10-24 15:12:50,001 [4] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:12:50:loging success
2019-10-24 15:13:00,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:13:00:loging success
2019-10-24 15:13:10,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:13:10:loging success
2019-10-24 15:13:20,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:13:20:loging success
2019-10-24 15:13:30,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:13:30:loging success
2019-10-24 15:13:40,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:13:40:loging success
2019-10-24 15:13:50,001 [4] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:13:50:loging success
2019-10-24 15:14:00,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:14:00:loging success
2019-10-24 15:14:10,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:14:10:loging success
2019-10-24 15:14:20,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:14:20:loging success
2019-10-24 15:14:30,006 [6] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:14:30:loging success
2019-10-24 15:14:40,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:14:40:loging success
2019-10-24 15:14:50,001 [6] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:14:50:loging success
2019-10-24 15:15:00,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:15:00:loging success
2019-10-24 15:15:10,001 [6] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:15:10:loging success
2019-10-24 15:15:20,001 [6] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:15:20:loging success
2019-10-24 15:15:30,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:15:30:loging success
2019-10-24 15:15:40,001 [6] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:15:40:loging success
2019-10-24 15:15:50,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:15:50:loging success
2019-10-24 15:16:00,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:16:00:loging success
2019-10-24 15:16:10,008 [8] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:16:10:loging success
2019-10-24 15:16:20,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:16:20:loging success
2019-10-24 15:16:30,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:16:30:loging success
2019-10-24 15:16:40,001 [3] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:16:40:loging success
2019-10-24 15:16:50,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:16:50:loging success
2019-10-24 15:17:00,001 [10] F:\打码程序\syc\AutoTask\AutoTask\Job\K3OrderJob.cs-22-testApp.Logging/$p--message:2019/10/24 星期四 下午 3:17:00:loging success
